eventid,date,extended,provstate,city,latitude,longitude,specificity,vicinity,summary,crit1,crit2,crit3,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,natlty1_txt,gname,motive,guncertain1,nperps,nperpcap,claimed,weaptype1_txt,weapsubtype1_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,propextent_txt,addnotes,scite1,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
198908210014,1989-08-21,0,Georgia,Atlanta,33.74502,-84.391669,1.0,0,"08/21/1989: A packaged gas bomb was mailed to the Southeastern regional headquarters office of the National Association for the Advancement of Colored People (NAACP) in Atlanta, Georgia, United States, causing minor injuries to eight people when it exploded and emitted a white-yellow caustic smoke similar to tear gas. There was no property damage incurred from the incident. The perpetrator was later identified to be Walter Moody, who also sent mail bombs which killed  a judge and a civil rights lawyer in December 1989 as well as intercepted bombs and threatening letters, which were signed the ""Americans for a Competent Federal Judicial System,"" to other federal courts and NAACP officials . Moody was sentenced to seven life terms plus 400 years in prison without the possibility of parole.",1,1,1,1,0,Bombing/Explosion,NGO,Domestic NGO,National Association for the Advancement of Colored People (NAACP),"NAACP Southeastern regional headquarters office in Atlanta, Georgia",United States,Americans for a Competent Federal Judicial System,"Though the motivations seem to have racial undertones, trial proceedings revealed that Moody had a vendetta against the court system for denying his appeal and upholding his 1972 conviction of possessing pipe bombs; additionally Moody believed blacks received preferential treatment in the courts.",0.0,1,1,1.0,Explosives,Other Explosive Type,"packaged gas bomb containing a substance similar to tear gas, that emitted a white-yellow smoke and caused burning eyes and throats",0,0,0,8,8,0,Unspecified,"The package, which was addressed to the NAACP and not to any particular individual, was opened by two staff members just after noon and immediately emitted sparks, a white-yellow smoke, and two loud pops. The gas spread from the NAACP office through air-conditioning ducts into surrounding offices in the two-story building.  The eight people injured in this incident included a 4-month-old infant and a 12-year-old; no one was seriously hurt.  Two employees sustained minor injuries of burning eyes and throat from the gas.  This incident is coded as ""doubt terrorism proper"" as it may have been purely an act of revenge against the court system for denying Moody's appeal and upholding his prior conviction of possessing pipe bombs.","""Killer Who Sent Bombs Is Given Life Sentences,"" New York Times, August 21, 1991.",Hewitt Project,0,0,0,0,None
198908240013,1989-08-24,0,California,Santa Ana,33.745573,-117.867834,1.0,0,"8/24/1989:  Unknown perpetrators set fire to a delivery truck belonging to Ngoi Viet Daily News. There were no casualties but the vehicle was damaged. On the walls of the newspaper building, a message written in Vietnamese stated ""Ngoi Viet, if your are VC (Viet Cong) we kill you!""  Days before the incident, a Vietnamese television show produced by Yen Ngoc Do, the editor of the newspaper, accidently broadcasted footage of a Vietnamese communist symbol.",1,1,1,1,0,Facility/Infrastructure Attack,Journalists & Media,Television Journalist/Staff/Facility,Producer of Vietnamese television show,Yen Ngoc Do,Vietnam,Vietnamese Refugees,To protest perceived supporters of Vietnam's communist government within the American-Vietnamese community.,0.0,-99,-99,0.0,Incendiary,Arson/Fire,Fire,0,0,0,0,0,0,Minor (likely < $1 million),Sources conflict as to whether the footage accidently broadcasted on Yen Ngoc Do's television show was a Vietnamese communist flag or a picture of a mausoleum honoring Ho Chi Minh.,"Pierre Thomas and Stephanie Griffith, ""For Local Vietnamese, a Dangerous War of Words,"" Washington Post, September 29, 1990.",Hewitt Project,1,1,1,1,None
198909050036,1989-09-05,0,Michigan,Kalamazoo,42.291957,-85.587437,1.0,0,"9/5/1989: Unknown perpetrators detonated a bomb outside of the Planned Parenthood of Kalamazoo in Michigan, United States. There were no casualties, but the abortion clinic sustained $5,000 in damages.",1,1,1,1,0,Bombing/Explosion,Abortion Related,Clinics,Planned Parenthood,Planned Parenthood of Kalamazoo,United States,Anti-Abortion extremists,To protest the practice of abortion and to sabotage abortion facilities operating in Michigan.,0.0,-99,-99,0.0,Explosives,Unknown Explosive Type,None,0,0,0,0,0,0,Minor (likely < $1 million),The bomb detonated at 1:45 AM.  The incident took place three years after the former facility of the Planned Parenthood of Kalamazoo was destroyed by a fire (198612010004).  The abortion clinic was the subject of daily protests.,"""Bomb Explodes Outside of Abortion Clinic,"" United Press International, September 5, 1989.",Anti-Abortion Project 2010,-9,-9,0,-9,None
198909060007,1989-09-06,0,Pennsylvania,Pittsburgh,40.438335,-79.997459,1.0,0,"9/6/1989: Perpetrators claiming to be members of the Army of God set fire to the front door of the building housing the Allegheny Reproductive Health Center in Pittsburgh, Pennsylvania, United States. There were no casualties, but the building sustained $10,000 in damages.",1,1,1,1,0,Facility/Infrastructure Attack,Abortion Related,Clinics,Unspecified,Allegheny Reproductive Health Center,United States,Army of God,To protest the practice of abortion and to sabotage abortion facilities operating in Pennsylvania.,0.0,-99,-99,1.0,Incendiary,Gasoline or Alcohol,"Flammable liquid, probably gasoline, ignited on fire",0,0,0,0,0,0,Minor (likely < $1 million),The attack took place at 4:30 AM.  An unidentified woman called to television stations after the incident claiming that the Army of God perpetrated the attack.  The abortion clinic had previously been the target of many protests.,"Sheila Mullan, ""'Army of God' Says It Set Abortion Clinic Fires,"" United Press International, September 6, 1989.",Anti-Abortion Project 2010,0,0,0,0,None
198909100013,1989-09-10,0,Florida,Hialeah,25.857518,-80.278182,1.0,0,"9/10/1989: Unknown perpetrators bombed the Super Optical Center in Hialeah, Florida, United States. There were no casualties but the front door of the facility was destroyed and the building sustained structural damage. Relatives of Juan Lopez, the store owner, had been active in promoting closer relations between the United States and Cuba.",1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Business whose owners supported increased dialogue with the Fidel Castro regime,Super Optical Center,United States,Cuban Exiles,To protest Cubans in Miami who supported increased relations with the Fidel Castro regime.,0.0,-99,-99,0.0,Explosives,Pipe Bomb,None,0,0,0,0,0,0,Minor (likely < $1 million),The bomb detonated around 5:50 AM.,"""Terrorism in the United States 1989,"" Terrorist Research and Analytical Center, Counterterrorism Section Criminal Investigative Division, FBI, December 31, 1989.",Hewitt Project,1,1,0,1,None
198910150009,1989-10-15,0,New Jersey,Fairfield,40.886105,-74.280944,1.0,0,"10/15/1989: Marjorie Reed set a fire at the North Jersey Women's Health Clinic in Fairfield, New Jersey, United States. There were no casualties but the health care facility sustained $5,000 in damages.",1,1,1,1,0,Facility/Infrastructure Attack,Abortion Related,Clinics,Unspecified,North Jersey Women's Health Clinic,United States,Anti-Abortion extremists,To protest the practice of abortion and to sabotage abortion facilities operating in New Jersey.,0.0,1,1,0.0,Incendiary,Gasoline or Alcohol,Fire suspected to be ignited using gasoline,0,0,0,0,0,0,Minor (likely < $1 million),"The incident took place just after 12:00 AM.  Two days later, Marjorie Reed was arrested.  It is believed that she was on her way to set another fire at the North Jersey Women's Health Clinic.  Two cans of gasoline were found stashed outside of the abortion clinic.","""Ohio Woman Charged in Clinic Arsons,"" Los Angeles Times, October 29, 1989.",Anti-Abortion Project 2010,-9,-9,0,-9,None
198911220013,1989-11-22,0,Virginia,Seven Corners,38.860784,-77.143347,1.0,0,"11/22/1989: Unknown  perpetrators shot and killed Nhan Trong Do as he was sitting in his car outside of his house in Seven Corners, Virginia, United States. It was suspected that he was assassinated because he worked as a layout editor for the controversial Vietnamese anti-communist magazine Tien Phong.",1,1,1,1,0,Assassination,Journalists & Media,Newspaper Journalist/Staff/Facility,Tien Phong magazine,Nhan Trong Do,Vietnam,Unknown,To protest the Vietnamese magazine Tien Phong for its stridently anti-communist views,0.0,-99,0,0.0,Firearms,Unknown Gun Type,None,1,0,0,0,0,0,Unspecified,"Nhan Trong Do's body was discovered in his car at around 8:00 AM.  One year after the incident, Triet Le, a columnist for Tien Phong, and his wife were shot and killed (199009220011).  In 1980, the house of the publisher of Tien Phong, Nguyen Thanh Hoang, was firebombed (198001260019).  There was an attempted firebombing of the same house in January, 1989 (198901000002).","Patricia Davis and Evelyn Hsu, ""Vietnamese Immigrant Slain in Fairfax,"" Washington Post, November 23, 1989.",Hewitt Project,-9,-9,1,1,None
198912160008,1989-12-16,0,Alabama,Mountain Brook,33.502115,-86.755509,1.0,0,"12/16/1989: Walter Leroy Moody, Jr., the sole member of Americans for a Competent Federal Judicial System, sent a mail bomb to the Mountain Brook, Alabama, United States home of Robert Smith Vance, a judge on the 11th Circuit Court of Appeals. The bomb detonated when Vance opened the package, killing him and severely injuring his wife Helen.",1,1,1,1,0,Bombing/Explosion,Government (General),Judge/Attorney/Court,Judge on the 11th Circuit Court of Appeals,Robert Smith Vance,United States,Americans for a Competent Federal Judicial System,"To protest the 11th Circuit Court of Appeals for prioritizing the civil rights of African Americans and creating a climate that led to numerous acts of violence by African American males against White women.  However, authorities also suspected that Moody was attempting to get even with the courts for being found guilty in 1972 conviction for possessing a pipe bomb.  The 11th Circuit Court refused to overturn the conviction.",0.0,1,1,1.0,Explosives,Letter Bomb,Pipe bomb placed in a small brown package triggered to detonate when opened,1,1,0,1,1,0,Minor (likely < $1 million),"Walter Leroy Woody, Jr. sent an anonymous letter to Brenda Wood at WAGA-TV in Atlanta claiming that this attack was perpetrated by the Americans for a Competent Federal Judicial System.  In the letter, Moody specifically referenced the rape and murder of Julie Love, a White woman who was kidnapped by two African Americans in Atlanta one year earlier.  Authorities believed that Robert Vance was targeted because of his pro-Civil Rights stance.","""Moody Convicted in Mailbomb Deaths,"" United Press International, June 28, 1991.",Hewitt Project,0,0,0,0,None
198912180006,1989-12-18,0,Georgia,Savannah,32.08078,-81.090719,1.0,0,None,1,1,1,1,0,Assassination,Business,Unspecified,Lawyer and Savannah Alderman,Robert Robinson,United States,Americans for a Competent Federal Judicial System,Unspecified,0.0,0,0,Unspecified,Explosives,Letter Bomb,Package bomb,1,1,0,0,0,0,Unspecified,None,Unspecified,PGIS,0,0,0,0,None
198912180014,1989-12-18,0,Georgia,Atlanta,33.74502,-84.391669,1.0,0,None,1,1,1,0,0,Bombing/Explosion,Government (General),Judge/Attorney/Court,Govt,11th Circuit Court,United States,Americans for a Competent Federal Judicial System,Unspecified,0.0,0,0,Unspecified,Explosives,Letter Bomb,Package bomb,0,0,0,0,0,0,Unspecified,None,Unspecified,PGIS,0,0,0,0,None
198912180015,1989-12-19,0,Florida,Jacksonville,30.33138,-81.655799,1.0,0,None,1,1,1,0,0,Bombing/Explosion,Private Citizens & Property,Labor Union Related,NAACP,Headquarters,United States,Americans for a Competent Federal Judicial System,Unspecified,0.0,0,0,Unspecified,Explosives,Letter Bomb,Package bomb,0,0,0,0,0,0,Unspecified,None,Unspecified,PGIS,0,0,0,0,None
198912220013,1989-12-22,0,Maryland,Hagerstown,39.6425,-77.717579,1.0,0,None,1,1,1,0,0,Assassination,Government (General),Judge/Attorney/Court,govt,Maryland State Judge John Courderman,United States,Unknown,Unspecified,0.0,0,0,Unspecified,Explosives,Letter Bomb,Package bomb; Explosive,0,0,0,1,0,0,Unspecified,None,Unspecified,PGIS,-9,-9,0,-9,None
198912290010,1989-12-29,0,Missouri,Independence,39.093245,-94.415629,1.0,0,"12/29/1989: Two juveniles (whose names were not released) firebombed the Planned Parenthood of Greater Kansas City in Independence, Missouri, United States. There were no casualties, but the health care facility sustained $50,000 in damages.",1,1,1,1,0,Facility/Infrastructure Attack,Abortion Related,Clinics,Planned Parenthood,Planned Parenthood of Greater Kansas City,United States,Anti-Abortion extremists,To protest the practice of abortion and to sabotage the Planned Parenthood operating in the Kansas City area.,0.0,2,2,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Firebomb,0,0,0,0,0,0,Minor (likely < $1 million),The incident took place at 3:15 AM.  The Planned Parenthood facility did not perform abortions.,"""Planned Parenthood Clinic Bombed,"" United Press International, December 29, 1989.",Anti-Abortion Project 2010,-9,-9,0,-9,None
199001120005,1990-01-12,0,Puerto Rico,Carolina,18.380782,-65.957387,1.0,0,"1/12/1990: In a series of two related attacks, members of the Pedro Albizu Campos Revolutionary Forces bombed the Westinghouse Electric Supply Company in Carolina, Puerto Rico. There were no casualties but the building sustained $3,500 in damages.",1,1,1,1,0,Bombing/Explosion,Utilities,Electricity,Westinghouse Electric Supply Company,"Westinghouse Electric Supply Company, Carolina Puerto Rico",United States,Pedro Albizu Campos Revolutionary Forces,To protest United States presence in Puerto Rico,0.0,-99,-99,1.0,Explosives,Pipe Bomb,None,0,0,0,0,0,0,Minor (likely < $1 million),"This is part of a multiple attack with 199001120006.  The bomb detonated around 2:30 AM.  The Eugenio Maria de Hostos International Brigade of the Pedro Albizu Campos Revolutionary Forces sent a communiqué to Agencia EFE, a Spanish News Agency, claiming credit for this attack.","""Terrorism in the United States 1990,"" Terrorist Research and Analytical Center, Counterterrorism Section Criminal Investigative Division, FBI, 1990.",Hewitt Project,0,0,0,0,"199001120005, 199001120006"
